GradeID,StudentID,ModuleID,GradeValue,isDeleted
367,38,81,6,0
368,38,82,5,0
369,38,83,7,0
370,38,84,NULL,0
371,38,85,NULL,0
372,38,86,NULL,0
373,38,87,NULL,0
374,38,88,NULL,0
375,38,89,5,0
376,39,1,10,0
377,39,2,4,0
378,39,3,7,0
379,39,4,9,0
380,39,5,9,0
381,39,6,5,0
382,39,7,10,0
383,39,8,4,0
384,39,9,4,0
385,39,10,7,0
386,39,11,8,0
387,39,12,4,0
388,39,13,8,0
389,40,80,5,0
390,40,81,NULL,0
391,40,82,NULL,0
392,40,83,9,0
393,40,84,NULL,0
394,40,85,NULL,0
395,40,86,5,0
396,40,87,NULL,0
397,40,88,NULL,0
398,40,89,NULL,0
399,41,14,10,0
400,41,15,7,0
401,41,16,4,0
402,41,17,9,0
403,41,18,7,0
404,41,19,6,0
405,41,20,9,0
406,41,21,8,0
407,41,22,7,0
408,41,23,7,0
409,41,24,4,0
410,41,25,8,0
411,41,26,10,0
412,42,42,NULL,0
413,42,43,5,0
414,42,44,NULL,0
415,42,45,NULL,0
416,42,46,NULL,0
417,42,47,10,0
418,42,48,NULL,0
419,42,49,NULL,0
420,42,50,10,0
421,42,51,NULL,0
422,42,52,NULL,0
423,42,53,NULL,0
424,42,54,4,0
425,43,14,6,0
426,43,15,10,0
427,43,16,10,0
428,43,17,4,0
429,43,18,5,0
430,43,19,8,0
431,43,20,6,0
432,43,21,6,0
433,43,22,9,0
434,43,23,5,0
435,43,24,7,0
436,43,25,5,0
437,43,26,5,0
438,44,42,NULL,0
439,44,43,NULL,0
440,44,44,NULL,0
441,44,45,NULL,0
442,44,46,6,0
443,44,47,NULL,0
444,44,48,6,0
445,44,49,5,0
446,44,50,6,0
447,44,51,NULL,0
448,44,52,NULL,0
449,44,53,9,0
450,44,54,NULL,0
451,45,14,4,0
452,45,15,8,0
453,45,16,6,0
454,45,17,8,0
455,45,18,9,0
456,45,19,5,0
457,45,20,9,0
458,45,21,10,0
459,45,22,10,0
460,45,23,5,0
461,45,24,6,0
462,45,25,8,0
463,45,26,7,0
464,46,27,7,0
465,46,28,6,0
466,46,29,4,0
467,46,30,5,0
468,46,31,5,0
469,46,32,9,0
470,46,33,6,0
471,47,90,NULL,0
472,47,91,NULL,0
473,47,92,NULL,0
474,47,93,NULL,0
475,47,94,NULL,0
476,47,95,NULL,0
477,47,96,NULL,0
478,47,97,NULL,0
479,47,98,NULL,0
480,47,99,NULL,0
481,48,14,4,0
482,48,15,9,0
483,48,16,5,0
484,48,17,6,0
485,48,18,9,0
486,48,19,9,0
487,48,20,10,0
488,48,21,6,0
489,48,22,6,0
490,48,23,8,0
491,48,24,9,0
492,48,25,8,0
493,48,26,7,0
494,49,72,4,0
495,49,73,4,0
496,49,74,6,0
497,49,75,6,0
498,49,76,5,0
499,49,77,4,0
500,49,78,6,0
501,49,79,10,0
502,50,34,NULL,0
503,50,35,NULL,0
504,50,36,NULL,0
505,50,37,NULL,0
506,50,38,NULL,0
507,50,39,NULL,0
508,50,40,NULL,0
509,50,41,NULL,0
510,51,63,NULL,0
511,51,64,NULL,0
512,51,65,NULL,0
513,51,66,NULL,0
514,51,67,NULL,0
515,51,68,NULL,0
516,51,69,NULL,0
517,51,70,NULL,0
518,51,71,NULL,0
519,52,63,9,0
520,52,64,8,0
521,52,65,8,0
522,52,66,NULL,0
523,52,67,NULL,0
524,52,68,NULL,0
525,52,69,NULL,0
526,52,70,NULL,0
527,52,71,5,0
528,53,63,NULL,0
529,53,64,NULL,0
530,53,65,NULL,0
531,53,66,NULL,0
532,53,67,NULL,0
533,53,68,NULL,0
534,53,69,NULL,0
535,53,70,NULL,0
536,53,71,NULL,0
537,54,27,7,0
538,54,28,9,0
539,54,29,5,0
540,54,30,5,0
541,54,31,4,0
542,54,32,8,0
543,54,33,5,0
544,55,55,9,0
545,55,56,10,0
546,55,57,5,0
547,55,58,7,0
548,55,59,10,0
549,55,60,10,0
550,55,61,10,0
551,55,62,10,0
552,56,72,6,0
553,56,73,6,0
554,56,74,6,0
555,56,75,5,0
556,56,76,5,0
557,56,77,10,0
558,56,78,10,0
559,56,79,7,0
560,57,27,10,0
561,57,28,7,0
562,57,29,7,0
563,57,30,4,0
564,57,31,8,0
565,57,32,5,0
566,57,33,6,0
567,58,90,NULL,0
568,58,91,NULL,0
569,58,92,NULL,0
570,58,93,NULL,0
571,58,94,NULL,0
572,58,95,10,0
573,58,96,8,0
574,58,97,NULL,0
575,58,98,7,0
576,58,99,8,0
577,59,72,4,0
578,59,73,4,0
579,59,74,7,0
580,59,75,10,0
581,59,76,4,0
582,59,77,9,0
583,59,78,9,0
584,59,79,9,0
585,60,34,NULL,0
586,60,35,NULL,0
587,60,36,NULL,0
588,60,37,NULL,0
589,60,38,NULL,0
590,60,39,NULL,0
591,60,40,10,0
592,60,41,NULL,0
593,61,14,10,0
594,61,15,8,0
595,61,16,5,0
596,61,17,4,0
597,61,18,8,0
598,61,19,6,0
599,61,20,10,0
600,61,21,5,0
601,61,22,4,0
602,61,23,10,0
603,61,24,4,0
604,61,25,9,0
605,61,26,6,0
606,62,63,NULL,0
607,62,64,NULL,0
608,62,65,8,0
609,62,66,7,0
610,62,67,NULL,0
611,62,68,NULL,0
612,62,69,NULL,0
613,62,70,NULL,0
614,62,71,NULL,0
615,63,90,NULL,0
616,63,91,NULL,0
617,63,92,8,0
618,63,93,NULL,0
619,63,94,NULL,0
620,63,95,NULL,0
621,63,96,NULL,0
622,63,97,NULL,0
623,63,98,NULL,0
624,63,99,NULL,0
625,64,80,NULL,0
626,64,81,10,0
627,64,82,9,0
628,64,83,6,0
629,64,84,NULL,0
630,64,85,7,0
631,64,86,NULL,0
632,64,87,8,0
633,64,88,NULL,0
634,64,89,NULL,0
635,65,63,7,0
636,65,64,NULL,0
637,65,65,NULL,0
638,65,66,5,0
639,65,67,10,0
640,65,68,NULL,0
641,65,69,NULL,0
642,65,70,NULL,0
643,65,71,NULL,0
644,66,14,7,0
645,66,15,7,0
646,66,16,10,0
647,66,17,9,0
648,66,18,9,0
649,66,19,9,0
650,66,20,10,0
651,66,21,5,0
652,66,22,8,0
653,66,23,9,0
654,66,24,7,0
655,66,25,4,0
656,66,26,8,0
657,67,42,NULL,0
658,67,43,NULL,0
659,67,44,NULL,0
660,67,45,NULL,0
661,67,46,NULL,0
662,67,47,5,0
663,67,48,NULL,0
664,67,49,NULL,0
665,67,50,NULL,0
666,67,51,NULL,0
667,67,52,NULL,0
668,67,53,NULL,0
669,67,54,5,0
670,68,42,10,0
671,68,43,NULL,0
672,68,44,NULL,0
673,68,45,NULL,0
674,68,46,9,0
675,68,47,NULL,0
676,68,48,NULL,0
677,68,49,NULL,0
678,68,50,NULL,0
679,68,51,9,0
680,68,52,NULL,0
681,68,53,NULL,0
682,68,54,10,0
683,69,34,8,0
684,69,35,NULL,0
685,69,36,9,0
686,69,37,9,0
687,69,38,NULL,0
688,69,39,NULL,0
689,69,40,NULL,0
690,69,41,NULL,0
691,70,63,NULL,0
692,70,64,NULL,0
693,70,65,NULL,0
694,70,66,NULL,0
695,70,67,NULL,0
696,70,68,NULL,0
697,70,69,NULL,0
698,70,70,8,0
699,70,71,NULL,0
700,71,80,NULL,0
701,71,81,NULL,0
702,71,82,NULL,0
703,71,83,8,0
704,71,84,NULL,0
705,71,85,NULL,0
706,71,86,8,0
707,71,87,NULL,0
708,71,88,NULL,0
709,71,89,NULL,0
710,72,1,4,0
711,72,2,9,0
712,72,3,7,0
713,72,4,7,0
714,72,5,7,0
715,72,6,9,0
716,72,7,5,0
717,72,8,8,0
718,72,9,8,0
719,72,10,5,0
720,72,11,9,0
721,72,12,8,0
722,72,13,8,0
723,73,34,NULL,0
724,73,35,10,0
725,73,36,NULL,0
726,73,37,5,0
727,73,38,NULL,0
728,73,39,NULL,0
729,73,40,NULL,0
730,73,41,6,0
731,74,80,NULL,0
732,74,81,NULL,0
733,74,82,5,0
734,74,83,NULL,0
735,74,84,NULL,0
736,74,85,NULL,0
737,74,86,10,0
738,74,87,NULL,0
739,74,88,NULL,0
740,74,89,NULL,0
741,75,72,9,0
742,75,73,10,0
743,75,74,4,0
744,75,75,4,0
745,75,76,10,0
746,75,77,7,0
747,75,78,9,0
748,75,79,8,0
749,76,90,NULL,0
750,76,91,8,0
751,76,92,NULL,0
752,76,93,10,0
753,76,94,NULL,0
754,76,95,NULL,0
755,76,96,NULL,0
756,76,97,NULL,0
757,76,98,NULL,0
758,76,99,10,0
759,77,1,9,0
760,77,2,7,0
761,77,3,8,0
762,77,4,8,0
763,77,5,5,0
764,77,6,6,0
765,77,7,4,0
766,77,8,9,0
767,77,9,5,0
768,77,10,9,0
769,77,11,9,0
770,77,12,8,0
771,77,13,8,0
772,78,1,5,0
773,78,2,10,0
774,78,3,7,0
775,78,4,6,0
776,78,5,10,0
777,78,6,9,0
778,78,7,7,0
779,78,8,7,0
780,78,9,6,0
781,78,10,7,0
782,78,11,4,0
783,78,12,9,0
784,78,13,10,0
785,79,90,NULL,0
786,79,91,NULL,0
787,79,92,NULL,0
788,79,93,NULL,0
789,79,94,NULL,0
790,79,95,NULL,0
791,79,96,NULL,0
792,79,97,10,0
793,79,98,10,0
794,79,99,NULL,0
795,80,34,NULL,0
796,80,35,10,0
797,80,36,NULL,0
798,80,37,NULL,0
799,80,38,NULL,0
800,80,39,NULL,0
801,80,40,NULL,0
802,80,41,NULL,0
803,81,42,NULL,0
804,81,43,NULL,0
805,81,44,NULL,0
806,81,45,10,0
807,81,46,4,0
808,81,47,NULL,0
809,81,48,NULL,0
810,81,49,6,0
811,81,50,4,0
812,81,51,4,0
813,81,52,NULL,0
814,81,53,NULL,0
815,81,54,NULL,0
816,82,34,NULL,0
817,82,35,7,0
818,82,36,NULL,0
819,82,37,NULL,0
820,82,38,NULL,0
821,82,39,NULL,0
822,82,40,NULL,0
823,82,41,NULL,0
824,83,27,9,0
825,83,28,6,0
826,83,29,8,0
827,83,30,4,0
828,83,31,7,0
829,83,32,9,0
830,83,33,4,0
831,84,42,10,0
832,84,43,NULL,0
833,84,44,NULL,0
834,84,45,NULL,0
835,84,46,NULL,0
836,84,47,NULL,0
837,84,48,NULL,0
838,84,49,10,0
839,84,50,NULL,0
840,84,51,NULL,0
841,84,52,NULL,0
842,84,53,NULL,0
843,84,54,NULL,0
844,85,27,10,0
845,85,28,10,0
846,85,29,6,0
847,85,30,10,0
848,85,31,7,0
849,85,32,8,0
850,85,33,6,0
851,86,80,NULL,0
852,86,81,NULL,0
853,86,82,6,0
854,86,83,NULL,0
855,86,84,NULL,0
856,86,85,NULL,0
857,86,86,NULL,0
858,86,87,9,0
859,86,88,NULL,0
860,86,89,NULL,0
861,87,34,NULL,0
862,87,35,NULL,0
863,87,36,NULL,0
864,87,37,NULL,0
865,87,38,4,0
866,87,39,NULL,0
867,87,40,NULL,0
868,87,41,NULL,0
869,88,42,NULL,0
870,88,43,NULL,0
871,88,44,9,0
872,88,45,NULL,0
873,88,46,NULL,0
874,88,47,NULL,0
875,88,48,NULL,0
876,88,49,NULL,0
877,88,50,NULL,0
878,88,51,NULL,0
879,88,52,6,0
880,88,53,NULL,0
881,88,54,NULL,0
882,89,42,4,0
883,89,43,NULL,0
884,89,44,NULL,0
885,89,45,NULL,0
886,89,46,NULL,0
887,89,47,NULL,0
888,89,48,NULL,0
889,89,49,5,0
890,89,50,NULL,0
891,89,51,NULL,0
892,89,52,6,0
893,89,53,NULL,0
894,89,54,NULL,0
895,90,90,NULL,0
896,90,91,8,0
897,90,92,8,0
898,90,93,NULL,0
899,90,94,NULL,0
900,90,95,4,0
901,90,96,NULL,0
902,90,97,NULL,0
903,90,98,9,0
904,90,99,5,0
905,91,42,10,0
906,91,43,8,0
907,91,44,8,0
908,91,45,NULL,0
909,91,46,NULL,0
910,91,47,8,0
911,91,48,NULL,0
912,91,49,NULL,0
913,91,50,NULL,0
914,91,51,10,0
915,91,52,NULL,0
916,91,53,5,0
917,91,54,5,0
918,92,72,6,0
919,92,73,9,0
920,92,74,9,0
921,92,75,5,0
922,92,76,7,0
923,92,77,10,0
924,92,78,7,0
925,92,79,4,0
926,93,27,9,0
927,93,28,4,0
928,93,29,6,0
929,93,30,10,0
930,93,31,10,0
931,93,32,4,0
932,93,33,6,0
933,94,80,NULL,0
934,94,81,6,0
935,94,82,NULL,0
936,94,83,NULL,0
937,94,84,NULL,0
938,94,85,NULL,0
939,94,86,NULL,0
940,94,87,NULL,0
941,94,88,NULL,0
942,94,89,NULL,0
943,95,55,5,0
944,95,56,4,0
945,95,57,9,0
946,95,58,9,0
947,95,59,9,0
948,95,60,5,0
949,95,61,10,0
950,95,62,10,0
951,96,72,10,0
952,96,73,8,0
953,96,74,9,0
954,96,75,8,0
955,96,76,9,0
956,96,77,6,0
957,96,78,6,0
958,96,79,6,0
959,97,63,7,0
960,97,64,8,0
961,97,65,NULL,0
962,97,66,5,0
963,97,67,NULL,0
964,97,68,NULL,0
965,97,69,NULL,0
966,97,70,5,0
967,97,71,NULL,0
968,98,14,8,0
969,98,15,5,0
970,98,16,9,0
971,98,17,6,0
972,98,18,9,0
973,98,19,9,0
974,98,20,6,0
975,98,21,4,0
976,98,22,9,0
977,98,23,9,0
978,98,24,9,0
979,98,25,6,0
980,98,26,7,0
981,99,34,NULL,0
982,99,35,NULL,0
983,99,36,NULL,0
984,99,37,NULL,0
985,99,38,10,0
986,99,39,NULL,0
987,99,40,NULL,0
988,99,41,NULL,0
989,100,90,NULL,0
990,100,91,NULL,0
991,100,92,NULL,0
992,100,93,9,0
993,100,94,NULL,0
994,100,95,NULL,0
995,100,96,NULL,0
996,100,97,NULL,0
997,100,98,NULL,0
998,100,99,NULL,0
